,Title,Author,Issue,Type ,Description,Date
1516,"LibGuides, Blog Posts, and Articles, Oh My: Library-Supported Portfolio Pieces for Law School Students and Graduates","Rucinski, Taryn L.",Issue 3,article,,2013
1517,Research Competition Awesomeness: Implementing Legal Research Competitions at Law Schools,"Junghahn, Lisa",Issue 3,article,,2013
1518,Research Competition Awesomeness: Implementing Legal Research Competitions at Law Schools,"Buckingham, Richard L.",Issue 3,article,,2013
1519,"Happy Anniversary, Treatise: A Celebration of Longevity: Comparing Moore's Federal Practice and Procedure with Wright and Miller's Federal Practice and Procedure","DeWitt, Adrienne",Issue 3,article,,2013
1520,Be Our Guest: What Reference Librarians Can Learn from the Hospitality Industry,"Alexander, Andrea",Issue 3,article,,2013
1521,MLZ: Citation Management for Law School,"Silverman, Mitchell L.",Issue 3,article,,2013
1522,Massive Open Online Courses: One Participant's Perspective,"Williams, Colleen",Issue 3,article,,2013
1523,,"Catterall, Susan",Issue 3,comments,The Reference Desk,2013
1524,Community Building Line Item by Line Item,"Lemmer, Catherine A.",Issue 4,comments,From the Editor,2013
1525,"Freedom of Speech, Freedom to Volunteer","Anderson, Steven P.",Issue 4,comments,From the President,2013
1526,Highlights from the Fall Executive Board Meeting,"Rusin, Deborah",Issue 4,comments,From the Secretary,2013
1527,Working with GPO to Ensure Access to Governmental Information,"Feltren, Emily",Issue 4,notes,Washington Brief,2013
1528,What Can Infographics Do for You: Using Infographics to Advocate for and Market Your Library,"Qualey, Ellen",Issue 4,article,Public Relations,2013
1529,"Promise and Perils of Massive Open Online Courses: MOOCs and the Role of Law Librarians, The","Sampson, Sara",Issue 4,article,,2013
1530,"Promise and Perils of Massive Open Online Courses: MOOCs and the Role of Law Librarians, The","Street, Leslie",Issue 4,article,,2013
1531,Custom Fabric Printing: Poster Presentations the Easy Way,"Detweiler, Brian",Issue 4,article,,2013
1532,Custom Fabric Printing: Poster Presentations the Easy Way,"Randtke, Wilhelmina",Issue 4,article,,2013
1533,Custom Fabric Printing: Poster Presentations the Easy Way,"Wang, Fang",Issue 4,article,,2013
1534,Fifteen Years and Growing Strong: The Annual AALL Children's Book Drive,"Etheredge, Stacy",Issue 4,article,,2013
1535,"Invention of HeinOnline: The Story of Hein's Dramatic Transformation in Response to the Coming of the Electronic Age, The","Gerken, Joe",Issue 4,article,,2013
1536,Career Management from the Trenches: Some Suggestions from the AALL Economic Status Committee,"Junghahn, Lisa",Issue 4,article,,2013
1537,Career Management from the Trenches: Some Suggestions from the AALL Economic Status Committee,"Scott, Patricia",Issue 4,article,,2013
1538,Career Management from the Trenches: Some Suggestions from the AALL Economic Status Committee,"Cochran, Cathleen",Issue 4,article,,2013
1539,Career Management from the Trenches: Some Suggestions from the AALL Economic Status Committee,"Skinner, Karen",Issue 4,article,,2013
1540,Leverage Your Unique Skills: Embracing Nontraditional Roles (No Twerking Required),"Abramovitz, Louis C.",Issue 4,article,,2013
1541,"Art of Storytelling: Teaching Practice Skills through Storytelling, The","Christian, Elizabeth",Issue 4,article,,2013
1542,"Rhyme and Reason of IRBs: Navigating the Human Subjects Research Review Process, The","Ryan, Sarah E.",Issue 4,article,,2013
1543,Natural Disasters,"Selden, David",Issue 4,comments,The Sustainable Law Librarian,2013
1544,,"Catterall, Susan",Issue 4,comments,The Reference Desk,2013
1545,Making Peace with the Annual Performance Review,"Lemmer, Catherine A.",Issue 5,comments,From the Editor,2013
1546,"Universal Goals of Librarianship, The","Anderson, Steven P.",Issue 5,comments,From the President,2013
1547,Transparency Today,"Feltren, Emily",Issue 5,comments,Washington Brief,2013
1548,Cost-Effective Marketing: Tips for Marketing Your Library on a Tight Budget,"Ross, Abigail",Issue 5,article,Public Relations,2013
1549,Gaining Perspective: Using the Balanced Scorecard for Strategic Planning,"Stacey, Marsha K.",Issue 5,article,,2013
1550,Not All LLMs Are Created Equal: Does Your Library Meet the Varied Needs of LLM Students,"Harrington, Ryan",Issue 5,article,,2013
1551,Tweeted out: Management Tools to Prevent Social Media from Monopolizing Your Time,"Ahlbrand, Ashley Ames",Issue 5,article,,2013
1552,Law Librarians on the Depository Library Council to the Public Printer: A Historical Perspective,"Cain, Charlene",Issue 5,article,,2013
1553,More Alike than Different: Supporting Disabilities at the Reference Desk,"Zook, Genevieve",Issue 5,article,,2013
1554,Don't Stumble on the Last Step: Advice for Nailing the Onsite Interview,"Brown, Kathleen",Issue 5,article,,2013
1555,"Customized Creation: Publishing Your Own Legal Research Textbook, A","Saxon, Jonathan",Issue 5,article,,2013
1556,"One Percent: A New Definition: Practicing Mindfulness in the Law Library, The","Delgado, Alexandra Lee",Issue 5,article,,2013
1557,Why I,"Lemmer, Catherine A.",Issue 6,comments,From the Editor,2013
1558,"At State Level, K=Member Advocacy Makes the Difference: UELMA Gets Law Librarians in on the Action","Feltren, Emily",Issue 6,comments,Washington Brief,2013
1559,Market Your Library: How to Create a Library Marketing Committee,"Schander, Deborah",Issue 6,article,Public Relations,2013
1560,"Dead Link or Final resting Place: Link Rot in Legal Citations, A","Szydlowski, Nick",Issue 6,article,,2013
1561,One among Many,"Healey, Paul D.",Issue 6,article,,2013
1562,One among Many,"Gatz, Paul J.",Issue 6,article,,2013
1563,Dialectic of Transformation: The Shaping of a Name: Delving into the Renaming Conversation among Private Law Librarians,"Hallows, Kristen M.",Issue 6,article,,2013
1564,Dialectic of Transformation: The Shaping of a Name: Delving into the Renaming Conversation among Private Law Librarians,"Bowersox, Christine",Issue 6,article,,2013
1565,Spine Bending: The Favorite Novels of Law Librarians,"Fowler, Stacy",Issue 6,article,,2013
1566,"Credential to Expand Your Potential: Why Taking the Bar Exam Made Me a Better Reference Librarian, A","Meyer, Kurt",Issue 6,article,,2013
1567,Welcome to San Antonio: The Co-Chairs to This Year's Local Arrangements Committee Offer Some Tips for Your Stay,"Fowler, Stacy",Issue 6,article,,2013
1568,Welcome to San Antonio: The Co-Chairs to This Year's Local Arrangements Committee Offer Some Tips for Your Stay,"Morales, Liana",Issue 6,article,,2013
1569,Called to Write: The AALL/LexisNexis Call for Papers Award Has Been Motivating Law Librarians for Nearly 30 Years,"Keele, Benjamin J.",Issue 6,article,,2013
1570,Called to Write: The AALL/LexisNexis Call for Papers Award Has Been Motivating Law Librarians for Nearly 30 Years,"Sampson, Sara",Issue 6,article,,2013
1571,Creative Reference: New Approaches to Old Problems,"Lohmeier, Kerry",Issue 6,article,,2013
1572,Creative Reference: New Approaches to Old Problems,"Mostad-Jensen, Anne",Issue 6,article,,2013
1573,The Big Three and E-Books,"Sayward, Jacob",Issue 6,notes,,2013
1574,What Are You Doing This Weekend,"Lemmer, Catherine A.",Issue 7,comments,From the Editor,2013
1575,"Next Big Thing, The","Anderson, Steven P.",Issue 7,comments,From the President,2013
1576,Congratulations to the 2014 Recipients of the Oakley Advocacy and PAGI Awards,"Mart, Susan Nevelow",Issue 7,comments,Washington Brief,2013
1577,Looking Back on AALL's 2013 Fiscal Year,"Warren, Gail",Issue 7,comments,From the Treasurer,2013
1578,How Do You Library: A Comparison of the Marketing Techniques of Florida Law School Libraries,"Mergerman, Shira",Issue 7,article,Public Relations,2013
1579,"Home for Library: Irell & Manella Resizes and Relocates, A","Andrea, Marissa",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1580,"Moving on Up: To a Deluxe Library in the Sky: Charlotte School of Law Library Moves into a New, Tailored Space","Moye, Ashley",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1581,"Moving on Up: To a Deluxe Library in the Sky: Charlotte School of Law Library Moves into a New, Tailored Space","Trippodo, Brian",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1582,"Moving on Up: To a Deluxe Library in the Sky: Charlotte School of Law Library Moves into a New, Tailored Space","Tyler, Erica",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1583,"Moving on Up: To a Deluxe Library in the Sky: Charlotte School of Law Library Moves into a New, Tailored Space","Allman, Kim",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1584,"Linchpin of Law School: The University of California, Irvine School of Law Library Expands and Improves","Wimer, Jessica",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1585,Collaborative Spaces: UNT Dallas College of Law Library Prepares to Welcome the School's Inaugural Class,"Feary, Ginger B.",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1586,Long-Distance Connection: Thomas M. Cooley Law School's New Florida Campus and Law Library,"Strojny, Duane",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1587,Long-Distance Connection: Thomas M. Cooley Law School's New Florida Campus and Law Library,"van Pottelsberghe, Bryan",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1588,What Does Public Access Look Like: The Los Angeles Law Library Undergoes a Dramatic Transformation,"Levin, Sandra J.",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1589,What Does Public Access Look Like: The Los Angeles Law Library Undergoes a Dramatic Transformation,"Steinbrick, Jaye",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1590,"Tip of the Iceberg: Legal Intelligence Platform Delivers Insights, The","Bois, Jeffrey A.",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1591,Law Library Depositories: The Next 200 Years: Part of Our Ability to Positively Shape Government Information Policy Lies in Our Participation in the FDLP,"Jarrett, Peggy Roebuck",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1592,Law Library Depositories: The Next 200 Years: Part of Our Ability to Positively Shape Government Information Policy Lies in Our Participation in the FDLP,"Lyons, Susan",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1593,Beyond Our Boundaries: Quick Day Trips to Take While Visiting San Antonio,"Fowler, Stacy",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1594,Beyond Our Boundaries: Quick Day Trips to Take While Visiting San Antonio,"Morales, Liana",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1595,Yin & Yang in Legal Research Instruction: Finding the Balance between Tradition and Technology,"Dewey, Michelle Hook",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1596,Yin & Yang in Legal Research Instruction: Finding the Balance between Tradition and Technology,"Simmons, Heather J. E.",Issue 7,article,Spectrum's 14th Annual Architecture Series,2013
1597,You Got What,"Lemmer, Cathrine A.",Issue 8,comments,From the Editor,2013
1598,"Better Tomorrow, A","Anderson, Steven P.",Issue 8,comments,From the President,2013
1599,"Busy Spring for the GRO, A","Feltren, Emily",Issue 8,comments,Washington Brief,2013
1600,"Keen Eye on Technology, A","Keen, Andrew",Issue 8,article,,2013
1601,Going Mobile; One Law Firm's Library Mobile Tech Fair Experience,"Fisher, Debra E.",Issue 8,article,,2013
1602,Going Mobile; One Law Firm's Library Mobile Tech Fair Experience,"Riccio, Holly M.",Issue 8,article,,2013
1603,Effective Networking: Sharing Your Value by Engaging in the Law Library Community,"Dyszlewski, Nicole P.",Issue 8,article,Public Relations,2013
1604,Two Librarians' Awareness of Current Awareness,"Leong, Kelly M.",Issue 8,article,,2013
1605,Two Librarians' Awareness of Current Awareness,"Mattson, Kurt R.",Issue 8,article,,2013
1606,"Note on Kindness in the Law Library: A Little Kindness Each Day Goes a Long Way, A","Averett, Steve",Issue 8,article,,2013
1607,Outrageous Outreach and a 10-Foot Tree: What Won't Libraries Do to Get Some Extra Funds,"Adkins, John W.",Issue 8,article,,2013
1608,Sifting Through the Dustbin of Legal Research History: A Look Back at Some Long-Forgotten Legal Research Tools,"Charles, Patrick",Issue 8,article,,2013
1609,Creating and Teaching a Specialized Legal Research Course: The Benefits and Considerations,"Cohn, Erika",Issue 8,article,,2013
1610,Changing of the Guard: Best Practices for Saving and Transferring Institutional Knowledge,"Miller, Katrina M.",Issue 8,article,,2013
1611,"Celebrating Three of AALL's Most Accomplished: The Association Presents Its Most Prestigious Award to Berring, Johnston, and Nicholson","Kuchl, Heidi Frostestad",Issue 8,article,,2013
1612,AALL Recognizes Two Outstanding Publications: Announcing the 2014 Joseph L. Andrews Legal Literature Awards,"Houdek, Frank G.",Issue 8,article,,2013
1613,"Introducing the 2014 Hall of Fame Inductees: AALL Honors Bredemeyer, Danner, Duggan, and Maes","Aranas, Pauline M.",Issue 8,article,,2013
1614,Did You Forget to Say Something,"Lemmer, Catherine A.",Issue 9,comments,From the Editor,2013
1615,Spring Executive Board Meeting,"Rusin, Deborah",Issue 9,comments,From the Secretary,2013
1616,Making the Most of August Recess,"Feltren, Emily",Issue 9,comments,Washington Brief,2013
1617,Courage Amid the Chaos: Observations on Contemporary Academic Law Librarianship,"Engsberg, Mark",Issue 9,article,,2013
1618,Gen X / Gen Y in Transition: The Journey from Caucus to SIS,"Alexander, Andrea",Issue 9,article,,2013
1619,Gen X / Gen Y in Transition: The Journey from Caucus to SIS,"Jefferson, Jordan",Issue 9,article,,2013
1620,Gen X / Gen Y in Transition: The Journey from Caucus to SIS,"Drake, Trezlen",Issue 9,article,,2013
1621,Grant Writing and Law Libraries: Six Steps to Help You Apply Successfully,"DeWitt, Adrienne",Issue 9,article,,2013
1622,What Makes an Outreach Librarian an Outreach Librarian: Delving into Outreach Librarian Duties and Responsibilities,"Johnsrud, Karin",Issue 9,article,Public Relations,2013
1623,"Skype Interview for Law Librarians: The Nitty Gritty for the Interviewee, The","O'Leary, Robert",Issue 9,article,,2013
1624,"Best Defense Is a Good Offense, The","Lemmer, Catherine A.",Issue 1,comments,From the Editor,2014
1625,Harnessing the Power of Connection,"Riccio, Holly M.",Issue 1,comments,From the President,2014
1626,Midterm Mayhem: A Law Librarians' Guide to Election Season Advocacy,"Feltren, Emily",Issue 1,notes,Washington Brief,2014
1627,Catching up with AALL's 2015 Executive Board Candidates,"St. John, Ashley",Issue 1,notes,,2014
